"","YEAR","AGE","income_bound","EDUC","female","religious","married","widowed","divorced","separated","have_children","white","happy","ft_employed","pt_employed","unemployed","retired","in_education","home_maker","work_status_other","c_age"
"28494",2010,37,16,13,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-9.34611428368744
"28495",2010,54,18,9,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,7.65388571631256
"28496",2010,24,19,11,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"28497",2010,32,20,12,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-14.3461142836874
"28498",2010,30,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"28499",2010,78,18,13,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,31.6538857163126
"28501",2010,45,14,9,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,-1.34611428368744
"28502",2010,61,20,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,14.6538857163126
"28503",2010,67,5,9,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,20.6538857163126
"28505",2010,35,21,17,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-11.3461142836874
"28506",2010,50,10,12,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3.65388571631256
"28507",2010,41,14,12,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-5.34611428368744
"28511",2010,39,17,12,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-7.34611428368744
"28513",2010,43,17,12,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-3.34611428368744
"28514",2010,73,18,12,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,26.6538857163126
"28515",2010,82,21,16,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,35.6538857163126
"28516",2010,70,18,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,23.6538857163126
"28517",2010,46,21,20,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"28518",2010,89,15,9,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"28519",2010,57,21,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,10.6538857163126
"28520",2010,62,21,17,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"28521",2010,41,18,17,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-5.34611428368744
"28522",2010,57,16,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10.6538857163126
"28523",2010,76,9,12,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,29.6538857163126
"28524",2010,38,20,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"28525",2010,69,10,8,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22.6538857163126
"28526",2010,60,18,12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,13.6538857163126
"28527",2010,66,11,12,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"28528",2010,34,17,12,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-12.3461142836874
"28529",2010,35,11,12,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,-11.3461142836874
"28530",2010,42,21,14,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"28531",2010,37,20,11,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-9.34611428368744
"28532",2010,23,2,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-23.3461142836874
"28533",2010,33,17,20,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"28535",2010,52,9,12,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,5.65388571631256
"28536",2010,58,21,18,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,11.6538857163126
"28537",2010,49,5,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.65388571631256
"28538",2010,26,20,14,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-20.3461142836874
"28539",2010,47,9,11,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.653885716312558
"28540",2010,32,14,10,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"28541",2010,42,16,12,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-4.34611428368744
"28543",2010,45,10,12,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,-1.34611428368744
"28544",2010,61,14,10,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,14.6538857163126
"28545",2010,26,21,15,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-20.3461142836874
"28546",2010,68,13,11,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,21.6538857163126
"28547",2010,57,14,13,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,10.6538857163126
"28548",2010,36,18,14,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-10.3461142836874
"28549",2010,67,20,12,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,20.6538857163126
"28550",2010,45,19,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-1.34611428368744
"28551",2010,42,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"28552",2010,35,16,12,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-11.3461142836874
"28553",2010,37,19,12,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,-9.34611428368744
"28554",2010,69,20,12,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,22.6538857163126
"28555",2010,61,17,14,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,14.6538857163126
"28556",2010,65,17,8,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,18.6538857163126
"28557",2010,52,19,10,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"28558",2010,67,17,16,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,20.6538857163126
"28559",2010,62,20,14,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,15.6538857163126
"28560",2010,38,19,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"28561",2010,60,19,10,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13.6538857163126
"28562",2010,45,9,11,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.34611428368744
"28563",2010,57,21,12,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,10.6538857163126
"28565",2010,40,13,12,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-6.34611428368744
"28567",2010,65,10,12,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"28569",2010,62,11,16,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,15.6538857163126
"28571",2010,29,20,11,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-17.3461142836874
"28572",2010,40,20,14,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"28573",2010,36,20,13,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-10.3461142836874
"28575",2010,24,11,12,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-22.3461142836874
"28576",2010,67,11,12,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,20.6538857163126
"28577",2010,42,21,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-4.34611428368744
"28579",2010,45,21,13,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-1.34611428368744
"28580",2010,39,20,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"28581",2010,64,20,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,17.6538857163126
"28583",2010,54,17,11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"28585",2010,37,20,15,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"28586",2010,32,13,12,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-14.3461142836874
"28587",2010,77,9,12,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,30.6538857163126
"28588",2010,53,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"28589",2010,46,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"28590",2010,31,8,12,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-15.3461142836874
"28591",2010,48,19,12,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1.65388571631256
"28592",2010,33,21,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-13.3461142836874
"28593",2010,54,21,13,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7.65388571631256
"28594",2010,50,21,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"28595",2010,39,21,20,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"28596",2010,46,21,18,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"28597",2010,60,18,12,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"28598",2010,55,9,12,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8.65388571631256
"28599",2010,35,3,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-11.3461142836874
"28600",2010,48,5,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.65388571631256
"28601",2010,30,16,20,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-16.3461142836874
"28602",2010,62,10,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,15.6538857163126
"28603",2010,57,19,16,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,10.6538857163126
"28604",2010,54,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.65388571631256
"28606",2010,55,16,8,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,8.65388571631256
"28607",2010,69,5,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22.6538857163126
"28608",2010,41,21,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"28609",2010,58,20,12,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,11.6538857163126
"28610",2010,34,20,13,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-12.3461142836874
"28611",2010,32,1,12,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-14.3461142836874
"28612",2010,49,19,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"28613",2010,65,20,14,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"28615",2010,56,11,17,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,9.65388571631256
"28616",2010,58,16,12,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,11.6538857163126
"28617",2010,63,21,18,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,16.6538857163126
"28618",2010,63,13,14,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,16.6538857163126
"28619",2010,74,14,16,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"28620",2010,84,15,7,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,37.6538857163126
"28621",2010,70,11,12,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,23.6538857163126
"28623",2010,25,11,13,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-21.3461142836874
"28624",2010,20,3,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-26.3461142836874
"28625",2010,68,10,12,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,21.6538857163126
"28626",2010,31,1,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-15.3461142836874
"28627",2010,55,10,14,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,8.65388571631256
"28628",2010,69,16,11,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,22.6538857163126
"28629",2010,30,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-16.3461142836874
"28630",2010,20,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-26.3461142836874
"28631",2010,59,10,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12.6538857163126
"28632",2010,59,11,16,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,12.6538857163126
"28633",2010,47,11,12,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.653885716312558
"28634",2010,21,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-25.3461142836874
"28635",2010,59,11,11,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12.6538857163126
"28636",2010,22,11,9,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-24.3461142836874
"28638",2010,36,17,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-10.3461142836874
"28639",2010,65,7,10,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,18.6538857163126
"28640",2010,58,13,12,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,11.6538857163126
"28641",2010,76,18,16,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,29.6538857163126
"28642",2010,70,13,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,23.6538857163126
"28643",2010,50,9,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"28644",2010,32,17,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"28645",2010,55,15,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,8.65388571631256
"28646",2010,51,11,10,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,4.65388571631256
"28647",2010,53,14,18,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"28648",2010,66,21,14,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"28649",2010,67,19,13,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,20.6538857163126
"28650",2010,89,9,12,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"28651",2010,43,16,14,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-3.34611428368744
"28652",2010,45,16,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.34611428368744
"28653",2010,25,8,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-21.3461142836874
"28654",2010,38,16,14,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-8.34611428368744
"28655",2010,53,9,12,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6.65388571631256
"28656",2010,54,18,13,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7.65388571631256
"28657",2010,68,11,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21.6538857163126
"28658",2010,19,11,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-27.3461142836874
"28659",2010,53,13,12,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,6.65388571631256
"28660",2010,53,1,12,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,6.65388571631256
"28661",2010,41,16,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.34611428368744
"28662",2010,59,19,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12.6538857163126
"28663",2010,35,3,9,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-11.3461142836874
"28664",2010,65,9,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,18.6538857163126
"28665",2010,27,8,15,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-19.3461142836874
"28666",2010,44,9,14,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-2.34611428368744
"28669",2010,26,15,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-20.3461142836874
"28670",2010,26,13,12,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-20.3461142836874
"28671",2010,23,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-23.3461142836874
"28672",2010,27,14,16,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-19.3461142836874
"28673",2010,27,11,15,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-19.3461142836874
"28675",2010,29,19,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"28676",2010,29,10,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"28679",2010,27,2,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-19.3461142836874
"28681",2010,30,12,6,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"28682",2010,19,16,13,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-27.3461142836874
"28683",2010,33,13,14,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-13.3461142836874
"28684",2010,34,21,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"28685",2010,29,3,12,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-17.3461142836874
"28686",2010,39,5,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-7.34611428368744
"28687",2010,22,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-24.3461142836874
"28688",2010,72,15,13,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,25.6538857163126
"28689",2010,29,1,11,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,-17.3461142836874
"28690",2010,61,13,12,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,14.6538857163126
"28691",2010,38,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-8.34611428368744
"28692",2010,52,18,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"28693",2010,59,19,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"28695",2010,45,5,16,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-1.34611428368744
"28696",2010,48,18,13,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.65388571631256
"28697",2010,62,12,6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,15.6538857163126
"28698",2010,67,18,15,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,20.6538857163126
"28699",2010,35,17,12,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-11.3461142836874
"28700",2010,52,1,10,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.65388571631256
"28701",2010,41,13,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-5.34611428368744
"28702",2010,38,14,13,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-8.34611428368744
"28703",2010,53,17,16,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6.65388571631256
"28704",2010,51,19,14,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.65388571631256
"28705",2010,27,17,16,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-19.3461142836874
"28706",2010,51,16,14,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4.65388571631256
"28708",2010,56,12,14,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9.65388571631256
"28709",2010,32,12,11,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,-14.3461142836874
"28710",2010,60,9,16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,13.6538857163126
"28711",2010,35,18,15,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-11.3461142836874
"28712",2010,49,20,14,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2.65388571631256
"28714",2010,75,20,14,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,28.6538857163126
"28715",2010,37,21,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-9.34611428368744
"28716",2010,64,13,15,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,17.6538857163126
"28717",2010,50,17,12,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,3.65388571631256
"28718",2010,47,17,17,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.653885716312558
"28719",2010,75,2,8,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,28.6538857163126
"28720",2010,67,21,9,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,20.6538857163126
"28721",2010,52,17,12,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5.65388571631256
"28722",2010,48,20,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.65388571631256
"28723",2010,51,15,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"28725",2010,32,18,14,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"28726",2010,36,19,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"28728",2010,64,21,8,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,17.6538857163126
"28729",2010,65,15,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"28731",2010,53,21,17,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"28732",2010,51,21,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"28733",2010,50,12,11,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3.65388571631256
"28734",2010,68,16,11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,21.6538857163126
"28735",2010,52,8,11,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.65388571631256
"28737",2010,44,18,14,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-2.34611428368744
"28739",2010,72,21,4,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,25.6538857163126
"28740",2010,59,19,12,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,12.6538857163126
"28741",2010,77,9,8,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,30.6538857163126
"28742",2010,31,21,15,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-15.3461142836874
"28744",2010,28,20,13,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-18.3461142836874
"28745",2010,18,14,12,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-28.3461142836874
"28746",2010,50,10,10,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3.65388571631256
"28747",2010,37,19,12,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-9.34611428368744
"28748",2010,52,1,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"28749",2010,39,21,12,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-7.34611428368744
"28750",2010,67,20,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,20.6538857163126
"28751",2010,58,19,12,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,11.6538857163126
"28753",2010,65,8,12,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,18.6538857163126
"28755",2010,57,17,14,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,10.6538857163126
"28756",2010,59,7,12,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,12.6538857163126
"28757",2010,26,9,11,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-20.3461142836874
"28758",2010,54,21,14,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"28759",2010,29,21,16,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-17.3461142836874
"28760",2010,43,16,12,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-3.34611428368744
"28761",2010,59,21,14,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,12.6538857163126
"28762",2010,83,21,17,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,36.6538857163126
"28763",2010,66,17,12,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"28765",2010,25,9,16,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-21.3461142836874
"28766",2010,20,20,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-26.3461142836874
"28767",2010,61,1,12,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,14.6538857163126
"28768",2010,67,9,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,20.6538857163126
"28770",2010,81,17,12,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,34.6538857163126
"28771",2010,45,15,8,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-1.34611428368744
"28772",2010,37,19,13,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-9.34611428368744
"28773",2010,86,17,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,39.6538857163126
"28775",2010,46,14,12,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-0.346114283687442
"28776",2010,34,9,16,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-12.3461142836874
"28778",2010,70,2,12,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,23.6538857163126
"28779",2010,25,8,14,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,-21.3461142836874
"28780",2010,52,16,16,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"28781",2010,50,21,16,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"28782",2010,23,18,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-23.3461142836874
"28783",2010,46,21,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"28784",2010,34,21,20,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,-12.3461142836874
"28785",2010,24,7,16,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,-22.3461142836874
"28786",2010,25,20,16,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-21.3461142836874
"28787",2010,21,13,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-25.3461142836874
"28788",2010,31,10,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.3461142836874
"28789",2010,29,9,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-17.3461142836874
"28790",2010,56,21,20,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,9.65388571631256
"28791",2010,63,5,19,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,16.6538857163126
"28792",2010,53,14,14,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"28793",2010,50,21,18,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3.65388571631256
"28794",2010,71,2,6,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,24.6538857163126
